mes;linea;estacion;cantidad
01/02/2020;sanmartin;Sol Y Verde;48165
01/02/2020;sanmartin;V. Devoto;118398
01/02/2018;sanmartin;V. Devoto;96727
01/02/2019;sanmartin;V. Devoto;99363
01/02/2019;sanmartin;V. Parque;288873
01/02/2018;sanmartin;V. Parque;278076
01/02/2020;sanmartin;V. Parque;154159
01/02/2020;sanmartin;W. Morris;40455
01/02/2018;sanmartin;W. Morris;51162
01/02/2019;sanmartin;W. Morris;46814
01/02/2019;sarmiento;Caballito;184245
01/02/2018;sarmiento;Caballito;120882
01/02/2020;sarmiento;Caballito;153305
01/02/2020;sarmiento;Castelar;208193
01/02/2019;sarmiento;Castelar;238785
01/02/2018;sarmiento;Castelar;192117
01/02/2019;sarmiento;Ciudadela;144492
01/02/2018;sarmiento;Ciudadela;89654
01/02/2020;sarmiento;Ciudadela;137244
01/02/2020;sarmiento;Flores;191293
01/02/2019;sarmiento;Flores;219415
01/02/2018;sarmiento;Flores;200124
01/02/2018;sarmiento;Floresta;101828
01/02/2019;sarmiento;Floresta;129636
01/02/2020;sarmiento;Floresta;133181
01/02/2020;sarmiento;Haedo;132996
01/02/2018;sarmiento;Haedo;149752
01/02/2019;sarmiento;Haedo;150637
01/02/2018;sarmiento;Ituzaingo;191556
01/02/2019;sarmiento;Ituzaingo;258149
01/02/2020;sarmiento;Ituzaingo;253325
01/02/2020;sarmiento;Liniers;540645
01/02/2019;sarmiento;Liniers;519200
01/02/2018;sarmiento;Liniers;94923
01/02/2018;sarmiento;Merlo;560095
01/02/2019;sarmiento;Merlo;825605
01/02/2020;sarmiento;Merlo;825676
01/02/2020;sarmiento;Miserere;226
01/02/2019;sarmiento;Miserere;325
01/02/2018;sarmiento;Moreno;669466
01/02/2019;sarmiento;Moreno;840831
01/02/2020;sarmiento;Moreno;849957
01/02/2020;sarmiento;Morón;900722
01/02/2019;sarmiento;Morón;873112
01/02/2018;sarmiento;Morón;701584
01/02/2019;sarmiento;Once;1581104
01/02/2018;sarmiento;Once;1351825
01/02/2020;sarmiento;Once;1513669
01/02/2020;sarmiento;Paso del Rey;171061
01/02/2019;sarmiento;Paso del Rey;223392
01/02/2018;sarmiento;Paso del Rey;145742
01/02/2018;sarmiento;Ramos Mejía;278845
01/02/2019;sarmiento;Ramos Mejía;444134
01/02/2020;sarmiento;Ramos Mejía;392621
01/02/2020;sarmiento;S.A de Padua;227643
01/02/2019;sarmiento;S.A de Padua;247998
01/02/2018;sarmiento;S.A de Padua;171335
01/02/2018;sarmiento;Villa Luro;61353
01/02/2019;sarmiento;Villa Luro;100924
01/02/2020;sarmiento;Villa Luro;82349
01/01/2020;belgranonorte;Boulogne Sur;177165
01/01/2019;belgranonorte;Boulogne Sur;158777
01/01/2020;belgranonorte;Carapachay;46992
01/01/2020;belgranonorte;Del Viso;70780
01/01/2020;belgranonorte;Don Torcuato;125912
01/01/2019;belgranonorte;Don Torcuato;119782
01/01/2019;belgranonorte;Florida;37186
01/01/2020;belgranonorte;Florida;37890
01/01/2020;belgranonorte;Grand Bourg;214051
01/01/2019;belgranonorte;Grand Bourg;189457
01/01/2019;belgranonorte;Ing. P. Nogués;113096
01/01/2020;belgranonorte;Ing. P. Nogués;99500
01/01/2020;belgranonorte;Los Polvorines;136111
01/01/2019;belgranonorte;Los Polvorines;123321
01/01/2019;belgranonorte;Munro;97772
01/01/2020;belgranonorte;Munro;96682
01/01/2020;belgranonorte;R. S. Ortíz;26728
01/01/2019;belgranonorte;R. S. Ortíz;25097
01/01/2019;belgranonorte;Retiro;468077
01/01/2020;belgranonorte;Retiro;431919
01/01/2020;belgranonorte;Villa Adelina;96818
01/01/2019;belgranonorte;Villa Adelina;115475
01/01/2020;belgranonorte;Villa Rosa;73977
01/01/2020;belgranosur;20 de Junio;1961
01/01/2020;belgranosur;Aldo Bonzi;2804
01/01/2019;belgranosur;Aldo Bonzi;3216
01/01/2018;belgranosur;Aldo Bonzi;6277
01/01/2019;belgranosur;Buenos Aires;2
01/01/2018;belgranosur;Buenos Aires;132023
01/01/2020;belgranosur;Buenos Aires;1
01/01/2018;belgranosur;Caraza;1
01/01/2019;belgranosur;Castello;61716
01/01/2018;belgranosur;Castello;38806
01/01/2020;belgranosur;Castello;68870
01/01/2020;belgranosur;Castillo;42570
01/01/2019;belgranosur;Castillo;29825
01/01/2018;belgranosur;Castillo;27244
01/01/2018;belgranosur;Eva Duarte;35880
01/01/2019;belgranosur;Eva Duarte;43608
01/01/2020;belgranosur;Eva Duarte;46764
01/01/2020;belgranosur;Fournier;39835
01/01/2018;belgranosur;Fournier;27231
01/01/2019;belgranosur;Fournier;34195
01/01/2018;belgranosur;G. Catan;171024
01/01/2019;belgranosur;G. Catan;152719
01/01/2020;belgranosur;G. Catan;204648
01/01/2020;belgranosur;I. Casanova;27675
01/01/2019;belgranosur;I. Casanova;21457
01/01/2018;belgranosur;I. Casanova;18492
01/01/2019;belgranosur;Illia;16651
01/01/2018;belgranosur;Illia;14237
01/01/2020;belgranosur;Illia;24104
01/01/2020;belgranosur;Independencia;127685
01/01/2018;belgranosur;Independencia;106633
01/01/2019;belgranosur;Independencia;115682
01/01/2018;belgranosur;Ing. Budge;1
01/01/2018;belgranosur;J. Ingenieros;3897
01/01/2019;belgranosur;J. Ingenieros;3427
01/01/2020;belgranosur;J. Ingenieros;4943
01/01/2020;belgranosur;KM. 12;2407
01/01/2019;belgranosur;KM. 12;1446
01/01/2018;belgranosur;La Salada;1
01/01/2019;belgranosur;Laferrere;198464
01/01/2018;belgranosur;Laferrere;191408
01/01/2020;belgranosur;Laferrere;219293
01/01/2020;belgranosur;Libertad;31313
01/01/2018;belgranosur;Libertad;20442
01/01/2019;belgranosur;Libertad;25002
01/01/2018;belgranosur;M. Belgrano;36728
01/01/2019;belgranosur;M. Belgrano;37311
01/01/2020;belgranosur;M. Belgrano;38824
01/01/2020;belgranosur;Mendeville;5183
01/01/2018;belgranosur;Mendeville;7807
01/01/2019;belgranosur;Mendeville;4841
01/01/2019;belgranosur;Merlo Gomez;19901
01/01/2018;belgranosur;Merlo Gomez;20046
01/01/2020;belgranosur;Merlo Gomez;20301
01/01/2018;belgranosur;Puente Alsina;1
01/01/2019;belgranosur;Querandi;17185
01/01/2018;belgranosur;Querandi;14847
01/01/2020;belgranosur;Querandi;21113
01/01/2020;belgranosur;Saenz;279846
01/01/2018;belgranosur;Saenz;129214
01/01/2019;belgranosur;Saenz;243783
01/01/2018;belgranosur;Tapiales;27896
01/01/2019;belgranosur;Tapiales;30376
01/01/2020;belgranosur;Tapiales;33421
01/01/2020;belgranosur;V. Madero;78613
01/01/2019;belgranosur;V. Madero;64812
01/01/2018;belgranosur;V. Madero;55854
01/01/2019;belgranosur;V. Soldati;30428
01/01/2018;belgranosur;V. Soldati;23328
01/01/2020;belgranosur;V. Soldati;36457
01/01/2020;belgranosur;V.lugano;93982
01/01/2019;belgranosur;V.lugano;76309
01/01/2018;belgranosur;V.lugano;62652
01/01/2018;belgranosur;Villegas;5895
01/01/2019;belgranosur;Villegas;4777
01/01/2020;belgranosur;Villegas;5776
01/01/2020;mitre;3 De Febrero;55488
01/01/2018;mitre;3 De Febrero;30416
01/01/2019;mitre;3 De Febrero;66798
01/01/2018;mitre;Acassuso;45371
01/01/2019;mitre;Acassuso;48291
01/01/2020;mitre;Acassuso;55252
01/01/2020;mitre;Beccar;67197
01/01/2018;mitre;Beccar;49799
01/01/2019;mitre;Beccar;56352
01/01/2018;mitre;Belgrano C.;341671
01/01/2019;mitre;Belgrano C.;238547
01/01/2020;mitre;Belgrano C.;323156
01/01/2020;mitre;Belgrano R.;145045
01/01/2019;mitre;Belgrano R.;154293
01/01/2018;mitre;Belgrano R.;139193
01/01/2019;mitre;Benavidez;664
01/01/2018;mitre;Benavidez;490
01/01/2020;mitre;Benavidez;404
01/01/2020;mitre;Capilla Del Señor;407
01/01/2018;mitre;Capilla Del Señor;11
01/01/2019;mitre;Carranza;156981
01/01/2018;mitre;Carranza;143802
01/01/2020;mitre;Carranza;135787
01/01/2020;mitre;Carupa;98679
01/01/2019;mitre;Carupa;83855
01/01/2018;mitre;Carupa;113577
01/01/2019;mitre;Centrangolo;13863
01/01/2018;mitre;Centrangolo;12816
01/01/2020;mitre;Centrangolo;12339
01/01/2020;mitre;Chilavert;41209
01/01/2019;mitre;Chilavert;47087
01/01/2018;mitre;Chilavert;36905
01/01/2018;mitre;Coghlan;29963
01/01/2019;mitre;Coghlan;29671
01/01/2020;mitre;Coghlan;25460
01/01/2020;mitre;Colegiales;73492
01/01/2018;mitre;Colegiales;72817
01/01/2019;mitre;Colegiales;75655
01/01/2019;mitre;Drago;36982
01/01/2018;mitre;Drago;26907
01/01/2020;mitre;Drago;41352
01/01/2020;mitre;El Talar;56
01/01/2019;mitre;El Talar;25
01/01/2018;mitre;El Talar;9
01/01/2019;mitre;Escobar;3561
01/01/2018;mitre;Escobar;3406
01/01/2020;mitre;Escobar;2989
01/01/2020;mitre;Florida;14690
01/01/2019;mitre;Florida;17669
01/01/2018;mitre;Florida;14349
01/01/2018;mitre;Garin;394
01/01/2019;mitre;Garin;1556
01/01/2020;mitre;Garin;1390
01/01/2020;mitre;Jose Leon Suarez;202927
01/01/2018;mitre;Jose Leon Suarez;226882
01/01/2019;mitre;Jose Leon Suarez;219653
01/01/2019;mitre;Juan B. Justo;19046
01/01/2018;mitre;Juan B. Justo;11846
01/01/2020;mitre;Juan B. Justo;15101
01/01/2020;mitre;L. De La Torre;55965
01/01/2020;mitre;La Lucila;52336
01/01/2018;mitre;La Lucila;45732
01/01/2019;mitre;La Lucila;45803
01/01/2020;mitre;Lopez Camelo;900
01/01/2018;mitre;Los Cardales;281
01/01/2019;mitre;Malaver;26559
01/01/2018;mitre;Malaver;22059
01/01/2020;mitre;Malaver;25558
01/01/2020;mitre;Maq. Savio;2013
01/01/2019;mitre;Maq. Savio;1584
01/01/2018;mitre;Maq. Savio;744
01/01/2019;mitre;Martinez;133884
01/01/2018;mitre;Martinez;144332
01/01/2020;mitre;Martinez;134617
01/01/2020;mitre;Matheu;226
01/01/2018;mitre;Matheu;1029
01/01/2019;mitre;Matheu;703
01/01/2018;mitre;Migueletes;10154
01/01/2019;mitre;Migueletes;43588
01/01/2020;mitre;Migueletes;25367
01/01/2020;mitre;Mitre;47718
01/01/2018;mitre;Mitre;58107
01/01/2019;mitre;Mitre;2318
01/01/2018;mitre;Nuñez;80899
01/01/2019;mitre;Nuñez;94573
01/01/2020;mitre;Nuñez;94382
01/01/2020;mitre;Olivos;96512
01/01/2019;mitre;Olivos;71681
01/01/2018;mitre;Olivos;57037
01/01/2019;mitre;Pueyrredon;70860
01/01/2018;mitre;Pueyrredon;50293
01/01/2020;mitre;Pueyrredon;60816
01/01/2020;mitre;Retiro (Suarez-Mitre);543207
01/01/2019;mitre;Retiro (Suarez-Mitre);646508
01/01/2018;mitre;Retiro (Suarez-Mitre);610939
01/01/2018;mitre;Retiro (Tigre);703313
01/01/2019;mitre;Retiro (Tigre);651995
01/01/2020;mitre;Retiro (Tigre);697103
01/01/2020;mitre;Rivadavia;106890
01/01/2018;mitre;Rivadavia;67882
01/01/2019;mitre;Rivadavia;50846
01/01/2019;mitre;Saavedra;39276
01/01/2018;mitre;Saavedra;34400
01/01/2020;mitre;Saavedra;30708
01/01/2020;mitre;San Andres;36101
01/01/2018;mitre;San Andres;21664
01/01/2019;mitre;San Andres;45036
01/01/2019;mitre;San Fernando;90483
01/01/2018;mitre;San Fernando;67553
01/01/2020;mitre;San Fernando;96796
01/01/2020;mitre;San Isidro;232452
01/01/2018;mitre;San Isidro;257746
01/01/2019;mitre;San Isidro;237914
01/01/2019;mitre;San Martin;203368
01/01/2018;mitre;San Martin;211457
01/01/2020;mitre;San Martin;190222
01/01/2020;mitre;Tigre;345833
01/01/2018;mitre;Tigre;329384
01/01/2019;mitre;Tigre;302920
01/01/2019;mitre;Urquiza;203475
01/01/2018;mitre;Urquiza;194373
01/01/2020;mitre;Urquiza;191508
01/01/2020;mitre;V. Ballester;130264
01/01/2018;mitre;V. Ballester;124306
01/01/2019;mitre;V. Ballester;134033
01/01/2019;mitre;Vicente Lopez;78126
01/01/2018;mitre;Vicente Lopez;86358
01/01/2020;mitre;Vicente Lopez;79918
01/01/2020;mitre;Victoria Elect;67582
01/01/2018;mitre;Victoria Elect;59135
01/01/2019;mitre;Victoria Elect;61708
01/01/2018;mitre;Virreyes;107785
01/01/2019;mitre;Virreyes;124637
01/01/2020;mitre;Virreyes;128015
01/01/2020;mitre;Zarate;1346
01/01/2019;mitre;Zarate;1083
01/01/2018;mitre;Zarate;1171
01/01/2019;mitre;Zelaya;266
01/01/2020;mitre;Zelaya;105
01/01/2019;roca;A. De Elia;3
01/01/2018;roca;A. De Elia;45
01/01/2019;roca;A. Petion;5051
01/01/2018;roca;A. Petion;4946
01/01/2020;roca;A. Petion;4766
01/01/2020;roca;A.korn;213126
01/01/2018;roca;A.korn;204521
01/01/2019;roca;A.korn;194760
01/01/2020;roca;Abbot;694
01/01/2020;roca;Adrogue;246767
01/01/2018;roca;Adrogue;229322
01/01/2019;roca;Adrogue;258498
01/01/2018;roca;Altamirano;1
01/01/2020;roca;Altamirano;670
01/01/2020;roca;Ardigo;140793
01/01/2018;roca;Ardigo;109570
01/01/2019;roca;Ardigo;144298
01/01/2019;roca;Banfield;467672
01/01/2018;roca;Banfield;482772
01/01/2020;roca;Banfield;423236
01/01/2020;roca;Berazategui;248904
01/01/2018;roca;Berazategui;205091
01/01/2019;roca;Berazategui;218468
01/01/2019;roca;Bernal;106130
01/01/2018;roca;Bernal;69207
01/01/2020;roca;Bernal;110749
01/01/2020;roca;Bosques;100735
01/01/2019;roca;Bosques;109944
01/01/2018;roca;Bosques;83485
01/01/2018;roca;Brandsen;2443
01/01/2019;roca;Brandsen;329
01/01/2020;roca;Brandsen;1600
01/01/2020;roca;Burzaco;406131
01/01/2019;roca;Burzaco;422498
01/01/2018;roca;Burzaco;441152
01/01/2018;roca;Calzada;134707
01/01/2019;roca;Calzada;144223
01/01/2020;roca;Calzada;149783
01/01/2020;roca;Canuelas;29113
01/01/2019;roca;Canuelas;25074
01/01/2018;roca;Canuelas;27399
01/01/2018;roca;Chascomus;9536
01/01/2019;roca;Chascomus;1000
01/01/2020;roca;Chascomus;31334
01/01/2020;roca;City Bell;42487
01/01/2019;roca;City Bell;37804
01/01/2018;roca;City Bell;30835
01/01/2019;roca;Claypole;234960
01/01/2018;roca;Claypole;248356
01/01/2020;roca;Claypole;255855
01/01/2020;roca;Constitucion;3627268
01/01/2019;roca;Constitucion;3972558
01/01/2018;roca;Constitucion;3850549
01/01/2019;roca;Dario Y Maxi;210905
01/01/2018;roca;Dario Y Maxi;228105
01/01/2020;roca;Dario Y Maxi;181920
01/01/2020;roca;Don Bosco;54757
01/01/2019;roca;Don Bosco;51314
01/01/2018;roca;Don Bosco;24806
01/01/2018;roca;El Jaguel;173079
01/01/2019;roca;El Jaguel;175320
01/01/2020;roca;El Jaguel;170365
01/01/2020;roca;Emp. Lobos;360
01/01/2020;roca;Escalada;109231
01/01/2018;roca;Escalada;100255
01/01/2019;roca;Escalada;119086
01/01/2018;roca;Ezeiza;466073
01/01/2019;roca;Ezeiza;446121
01/01/2020;roca;Ezeiza;453577
01/01/2020;roca;Ezpeleta;171916
01/01/2019;roca;Ezpeleta;180328
01/01/2018;roca;Ezpeleta;128715
01/01/2019;roca;F. Varela;293602
01/01/2018;roca;F. Varela;209377
01/01/2020;roca;F. Varela;265499
01/01/2020;roca;Gandara;298
01/01/2020;roca;Gerli;102565
01/01/2019;roca;Gerli;138295
01/01/2018;roca;Gerli;135510
01/01/2018;roca;Glew;579458
01/01/2019;roca;Glew;517383
01/01/2020;roca;Glew;470917
01/01/2020;roca;Gonnet;29537
01/01/2019;roca;Gonnet;26767
01/01/2018;roca;Gonnet;16594
01/01/2018;roca;Guernica;102693
01/01/2019;roca;Guernica;151584
01/01/2020;roca;Guernica;182813
01/01/2020;roca;Gutierrez;3425
01/01/2019;roca;Gutierrez;5651
01/01/2018;roca;Gutierrez;8553
01/01/2018;roca;H. Espanol;3
01/01/2019;roca;H. Espanol;11
01/01/2019;roca;Haedo;2022
01/01/2018;roca;Haedo;3271
01/01/2020;roca;Haedo;22
01/01/2020;roca;Hudson;62900
01/01/2018;roca;Hudson;42300
01/01/2019;roca;Hudson;59242
01/01/2019;roca;J. Marmol;54759
01/01/2018;roca;J. Marmol;59555
01/01/2020;roca;J. Marmol;68020
01/01/2020;roca;Jeppener;3043
01/01/2019;roca;Jeppener;3
01/01/2018;roca;Jeppener;9
01/01/2018;roca;Juan XXIII;12
01/01/2018;roca;Kloosterman;244
01/01/2019;roca;Kloosterman;263
01/01/2020;roca;Kloosterman;665
01/01/2018;roca;Km. 33;9
01/01/2019;roca;Km. 33;10
01/01/2018;roca;Km. 34;11
01/01/2019;roca;Km. 34;4
01/01/2019;roca;L. De Zamora;966751
01/01/2018;roca;L. De Zamora;979112
01/01/2020;roca;L. De Zamora;926479
01/01/2020;roca;L. Guillon;112633
01/01/2019;roca;L. Guillon;115446
01/01/2018;roca;L. Guillon;110420
01/01/2019;roca;La Noria;3
01/01/2019;roca;La Plata;220985
01/01/2018;roca;La Plata;168304
01/01/2020;roca;La Plata;269023
01/01/2020;roca;Lanus;732679
01/01/2018;roca;Lanus;770324
01/01/2019;roca;Lanus;768849
01/01/2018;roca;Levene;186
01/01/2019;roca;Levene;197
01/01/2020;roca;Levene;1603
01/01/2020;roca;Llavallol;78693
01/01/2019;roca;Llavallol;79311
01/01/2018;roca;Llavallol;69851
01/01/2020;roca;Lobos;2202
01/01/2020;roca;Longchamps;415178
01/01/2018;roca;Longchamps;390856
01/01/2019;roca;Longchamps;382484
01/01/2018;roca;Maximo Paz;10308
01/01/2019;roca;Maximo Paz;10678
01/01/2020;roca;Maximo Paz;10401
01/01/2020;roca;Monte;7631
01/01/2019;roca;Monte;35
01/01/2018;roca;Monte Grande;493318
01/01/2019;roca;Monte Grande;489135
01/01/2020;roca;Monte Grande;495109
01/01/2020;roca;Pereyra;986
01/01/2018;roca;Pereyra;144
01/01/2019;roca;Pereyra;1492
01/01/2019;roca;Platanos;43563
01/01/2018;roca;Platanos;36497
01/01/2020;roca;Platanos;42877
01/01/2020;roca;Quilmes;384389
01/01/2018;roca;Quilmes;267089
01/01/2019;roca;Quilmes;367129
01/01/2019;roca;Ranelagh;32742
01/01/2018;roca;Ranelagh;10123
01/01/2020;roca;Ranelagh;42011
01/01/2020;roca;Ringuelet;11983
01/01/2018;roca;Ringuelet;151
01/01/2019;roca;Ringuelet;7755
01/01/2018;roca;San Justo;250
01/01/2019;roca;San Justo;277
01/01/2019;roca;Santa Sofia;11296
01/01/2018;roca;Santa Sofia;15071
01/01/2020;roca;Santa Sofia;8658
01/01/2020;roca;Sarandi;45960
01/01/2018;roca;Sarandi;34411
01/01/2019;roca;Sarandi;44941
01/01/2019;roca;Sourigues;39795
01/01/2018;roca;Sourigues;16967
01/01/2020;roca;Sourigues;39440
01/01/2020;roca;Spegazzini;13211
01/01/2018;roca;Spegazzini;9164
01/01/2019;roca;Spegazzini;13488
01/01/2019;roca;Sta. Catalina;2
01/01/2018;roca;Sta. Catalina;3
01/01/2018;roca;Tablada;46
01/01/2019;roca;Tablada;299
01/01/2019;roca;Temperley;219456
01/01/2018;roca;Temperley;220960
01/01/2020;roca;Temperley;186325
01/01/2020;roca;Tolosa;17852
01/01/2018;roca;Tolosa;2450
01/01/2019;roca;Tolosa;15783
01/01/2019;roca;Tristan Suarez;22177
01/01/2018;roca;Tristan Suarez;17602
01/01/2020;roca;Tristan Suarez;22201
01/01/2020;roca;Turdera;92665
01/01/2019;roca;Turdera;86270
01/01/2018;roca;Turdera;80509
01/01/2019;roca;U. Ferroviaria;2112
01/01/2018;roca;U. Ferroviaria;136
01/01/2020;roca;U. Ferroviaria;2347
01/01/2020;roca;Universitario;747
01/01/2020;roca;Uribelarrea;777
01/01/2020;roca;V. Casares;1045
01/01/2019;roca;V. Casares;819
01/01/2018;roca;V. Casares;438
01/01/2019;roca;V. Dominico;42696
01/01/2018;roca;V. Dominico;23707
01/01/2020;roca;V. Dominico;42191
01/01/2020;roca;Villa Elisa;40744
01/01/2019;roca;Villa Elisa;35694
01/01/2018;roca;Villa Elisa;30596
01/01/2018;roca;Villa Espana;18881
01/01/2019;roca;Villa Espana;36487
01/01/2020;roca;Villa Espana;38105
01/01/2018;roca;Vucetich;3
01/01/2019;roca;Vucetich;1
01/01/2019;roca;Wilde;73392
01/01/2018;roca;Wilde;48023
01/01/2020;roca;Wilde;76877
01/01/2020;roca;Yrigoyen;65434
01/01/2019;roca;Yrigoyen;83809
01/01/2018;roca;Yrigoyen;79851
01/01/2018;roca;Zeballos;71140
01/01/2019;roca;Zeballos;102614
01/01/2020;roca;Zeballos;104683
01/01/2020;sanmartin;Astolfi;13614
01/01/2018;sanmartin;Astolfi;20642
01/01/2019;sanmartin;Astolfi;6326
01/01/2018;sanmartin;B. Vista;108753
01/01/2019;sanmartin;B. Vista;93467
01/01/2020;sanmartin;B. Vista;103940
01/01/2020;sanmartin;Cabred;5136
01/01/2019;sanmartin;Cabred;4294
01/01/2018;sanmartin;Cabred;4816
01/01/2018;sanmartin;Caseros;160911
01/01/2019;sanmartin;Caseros;129536
01/01/2020;sanmartin;Caseros;162416
01/01/2020;sanmartin;Chacarita;14
01/01/2018;sanmartin;Chacarita;74324
01/01/2019;sanmartin;Chacarita;22
01/01/2019;sanmartin;Derqui;117080
01/01/2018;sanmartin;Derqui;160820
01/01/2020;sanmartin;Derqui;114342
01/01/2020;sanmartin;Hurlingham;80379
01/01/2018;sanmartin;Hurlingham;95461
01/01/2019;sanmartin;Hurlingham;76518
01/01/2018;sanmartin;J.C. Paz;503972
01/01/2019;sanmartin;J.C. Paz;404628
01/01/2020;sanmartin;J.C. Paz;475910
01/01/2020;sanmartin;Manzanares;4136
01/01/2018;sanmartin;Manzanares;3275
01/01/2019;sanmartin;Manzanares;2839
01/01/2018;sanmartin;Muniz;63295
01/01/2019;sanmartin;Muniz;53611
01/01/2020;sanmartin;Muniz;54364
01/01/2020;sanmartin;Palermo;296429
01/01/2018;sanmartin;Palermo;105913
01/01/2019;sanmartin;Palermo;80
01/01/2019;sanmartin;Palomar;84881
01/01/2018;sanmartin;Palomar;83612
01/01/2020;sanmartin;Palomar;114597
01/01/2020;sanmartin;Paternal;1
01/01/2018;sanmartin;Paternal;215
01/01/2019;sanmartin;Paternal;7
01/01/2018;sanmartin;Pilar;149059
01/01/2019;sanmartin;Pilar;140828
01/01/2020;sanmartin;Pilar;113503
01/01/2020;sanmartin;Retiro;425002
01/01/2018;sanmartin;Retiro;182798
01/01/2019;sanmartin;Retiro;2
01/01/2018;sanmartin;S. Lugares;27431
01/01/2019;sanmartin;S. Lugares;19546
01/01/2020;sanmartin;S. Lugares;31725
01/01/2020;sanmartin;Saenz Pena;85762
01/01/2019;sanmartin;Saenz Pena;103697
01/01/2018;sanmartin;Saenz Pena;109019
01/01/2019;sanmartin;San Miguel;283459
01/01/2018;sanmartin;San Miguel;352298
01/01/2020;sanmartin;San Miguel;313914
01/01/2020;sanmartin;Sol Y Verde;52599
01/01/2019;sanmartin;Sol Y Verde;80033
01/01/2018;sanmartin;Sol Y Verde;97534
01/01/2019;sanmartin;V. Devoto;111612
01/01/2018;sanmartin;V. Devoto;111249
01/01/2020;sanmartin;V. Devoto;132477
01/01/2020;sanmartin;V. Parque;185003
01/01/2018;sanmartin;V. Parque;229702
01/01/2019;sanmartin;V. Parque;285597
01/01/2018;sanmartin;W. Morris;62647
01/01/2019;sanmartin;W. Morris;54670
01/01/2020;sanmartin;W. Morris;50230
01/01/2020;sarmiento;Caballito;182097
01/01/2018;sarmiento;Caballito;357
01/01/2019;sarmiento;Caballito;176381
01/01/2019;sarmiento;Castelar;243684
01/01/2018;sarmiento;Castelar;676037
01/01/2020;sarmiento;Castelar;250424
01/01/2020;sarmiento;Ciudadela;144046
01/01/2019;sarmiento;Ciudadela;147564
01/01/2018;sarmiento;Ciudadela;72342
01/01/2018;sarmiento;Estacion 25;45
01/01/2018;sarmiento;Estacion 29;142
01/01/2018;sarmiento;Estacion 31;182
01/01/2018;sarmiento;Estacion 32;314
01/01/2018;sarmiento;Estacion 33;1703
01/01/2018;sarmiento;Estacion 36;743
01/01/2018;sarmiento;Flores;118380
